instruction,output,input,id,dataset_name
"Ques: Title: The second best zoom lens in Canon's lineup Review: Excellent contrast, color, and sharpness. The f/4L IS offers a much more pleasing bokeh than the non-IS version, which I've used, due to the newer shape and positioning of the blades. This lens is only second to the 70-200mm f/2.8L IS mkII, and it's not far behind. Given the price and weight difference between this lens and the mkII, I'd say this is definitely the way to go unless you're shooting indoor sports or need super-bokeh. Is the review positive or negative?
Ans: Positive

Ques: Title: great price -- poor quality Review: we are unhappy with this purchase. it was the first and will be the last time purchasing the ""7mm"" trim cases. these cases tear ""at the closure tab"" when opening and do not hold the cd or dvd in place when opening as well. Is the review positive or negative?
Ans: Negative

Ques: Title: Unbelievable Service Review: Product arrived in superb condition and got here 2 weeks before I thought that it would. What a smooth transaction!!! Is the review positive or negative?
Ans: Positive

Ques: Title: DO NOT BUY THESE THEY ARE USELESS Review: There is no reason that these wireless headphones should be purchased by anyone. I intended to use these to replace a set of IR wireless headphones that I use while on a treadmill attached to a TV because as the old IR unit is prone to static if not directly in line of sight of the transmitter.I could not get the JVC headphones to work at less than 8 feet from the transmitter. I adjusted the analog tuner both on the base and on the headset to maximum signal. The fact that there are two places one needs to adjust with a small thumb wheel is a bad sign, but even when properly adjusted the signal drifts and I still hear lot of static. Remember, I am listening to TV not music and on a treadmill so sound quality is not at all critcal here.I am returning these, but I will have to pay shipping. Is the review positive or negative?
Ans:",[No Retrieval]Negative[Utility:5],,flan_v2_69717,flan_v2
"In this task you will be given a list of numbers. You should remove any number that is not an integer (whole number). If every number is not an whole number then an empty list (""[]"") should be returned. Otherwise, answer with the list of whole numbers separated by comma inside brackets.

Example Input: [17.98, 2.527, -77.562, 52.686, -6.155, 10.406, -63.69]
Example Output: []

Example Input: [54, 47.226, -99, 17.912, -24.314, 3, -6, -48, 17]
Example Output: [54, -99, 3, -6, -48, 17]

Example Input: [46.043, 20.012, 38.883]
Example Output:","[No Retrieval][]

[Utility:4]",,flan_v2_87591,flan_v2
"Write a text based on this summary: kenya sends high-powered tea delegation to sri lanka

Text:","[No Retrieval]kenya is sending a high-powered tea delegation to sri lankan capital colombo to discuss issues concerning sustainable production and food safety standards , tea regulators said here on monday .[Utility:5]",,flan_v2_287,flan_v2
"question: Teacher asked me this: Solve 219 - 271 = 13*v for v.
++++++++++
answer: -4


question: Teacher asked me this: Solve -153*b = 652*b + 240*b - 24140 - 10345 for b.
++++++++++
answer: 33


question: Teacher asked me this: Solve 167292*q + 508 = 167546*q for q.
++++++++++
answer: 2


question: Teacher asked me this: Solve 141934 - 141862 = -3*z + 12*z for z.
++++++++++
answer:",[No Retrieval]8[Utility:5],,flan_v2_11873,flan_v2
"Question: Title: tedious Review: Resnick is a hit-and-miss author, sometimes cute, and sometimes too befuddled by his attempts to be clever and cute. His Kirinyaga series is essentially tedious, politically correct, and frequently inane. It tells the story of a tribe that revolts against modern ways. Its witch doctor delivers simplistic homilies and everyone who thinks progress should go beyond the 15th century is evidently a fool and a knave. Don't waste your time on this tedious, rather inane series. Does this product review convey a negative or positive sentiment?
Answer:",[No Retrieval]Negative[Utility:5],,flan_v2_63429,flan_v2
"*Question*
Bob Hewitt -  Robert Bob Anthony John Hewitt (born 12 January 1940) is a former professional male tennis player from Australia. After marrying a South African he became a South African citizen.Hewitt's perhaps most significant accomplishment was winning all Grand Slam doubles titles both in men's and mixed doubles (US Open Wimbledon Australian Open French Open) and being central to South Africa's only Davis Cup title in 1974. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?
**Answer**
Athlete

*Question*
Zaykabar Company -  Zaykabar Company Limited (Burmese: ဇေကမ္ဘာကုမ္ပဏီ; also spelt Zay Gabar or Zay Ka Bar) is a major Burmese conglomerate with interests in construction and telecommunications. The company was founded by Khin Shwe in 1990.Zaykabar and its owner Khin Shwe have been placed on the American sanctions list since 2007 for its close ties with the Burmese military. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?
**Answer**
Company

*Question*
Epidendrum excisum -  Epidendrum excisum is a species of orchid known to grow both epiphytically and terrestrially on steep rocky banks in mountainous regions of Columbia Ecuador Peru and Venezuela. It has been reported at altitudes from 2.4 km to 2.8 km. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?
**Answer**
Plant

*Question*
International Academic Society Doha -  International Academic Society (IAS) Doha also known as International Academic Pre-School is an independent privately owned day school situated in Hilal Doha Qatar. IAS was established in 2007. It is open to students aged 3 – 6 or Pre-School to Kindergarten 2 and follows British curriculum. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?
**Answer**",[No Retrieval]Educational Institution[Utility:5],,flan_v2_70344,flan_v2
"Please answer the following question: Title: Bad Product Review: You pay what you don't want.Not strong enough at all. It already bends if you want to tighten the clamp a little.Totally garbage. Will keep myself far away this brand. Does this product review convey a negative or positive sentiment?
A:",[No Retrieval]Negative[Utility:5],,flan_v2_41955,flan_v2
Imagine a question and stream-of-consciousness explanation for which this is the answer: Sentence B,"[No Retrieval]Question: Which of these sentences doesn't make sense?
[No Retrieval]Options:
- Sentence A: ""People sweat after strenuous exercise""
- Sentence B: ""People shed tears after strenuous exercise""

Stream-of-consciousness: Crying is not a side effect of exercise.[Utility:5]",,flan_v2_94468,flan_v2
"Problem: Solve 4*l - 14 = 4*l - 8*l + 258 for l.
And the answer is...",[No Retrieval]34[Utility:5],,flan_v2_22118,flan_v2
"The input is a tweet which can be classified as Hate Speech, Offensive or Normal. Given such a tweet, output the class the tweet belongs to. Hate Speech will contain threatening language towards the community targeted. Offensive language will contain abusive or discriminatory language towards the community targeted.
One example is below.
Q: cowardly actions by the pussy brits men let their women be gangraped by moslim animals should change countrys name to cuckland
A: Hate Speech
Rationale: This tweet targets Muslim community in a violent context. Hence this is Hate Speech.
Q: we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum
A:",[No Retrieval]Normal[Utility:5],,flan_v2_89358,flan_v2
